id,transcript,segments
26,"Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^",
27,"Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^",
28,"Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^",
29,"Kementerian Energi dan Sumber Daya Mineral mengungkapkan pemerintah tengah menyiapkan 35 proyek hilirisasi senilai 123,8 miliar dolar AS atau sekitar Rp 2.015 triliun. Wamen SDM Yulio Tanjung mengatakan bahwa berdasarkan rapat koordinasi Satuan Percepatan Hilirisasi dan Ketahanan Energi Nasional, pemerintah telah mengidentifikasi dan menyiapkan sebanyak 35 proyek untuk ditawarkan ke investor. Menurut Yuliot, hilirisasi yang disiapkan pemerintah meliputi berbagai sektor strategis, termasuk mineral, batu bara, minyak, dan gas bomi. Pemerintah juga menyiapkan pengembangan hilirisasi di sektor pertanian, khususnya produksi oleochemical. Di sektor pertahanan atau ketahanan energi, Yuliot menekankan pentingnya percepatan bauran energi guna mendukung transisi energi nasional.",
30,"Kementerian Energi dan Sumber Daya Mineral mengungkapkan pemerintah tengah menyiapkan 35 proyek hilirisasi senilai 123,8 miliar dolar AS atau sekitar Rp 2.015 triliun. Wamen SDM Yulio Tanjung mengatakan bahwa berdasarkan rapat koordinasi Satuan Percepatan Hilirisasi dan Ketahanan Energi Nasional, pemerintah telah mengidentifikasi dan menyiapkan sebanyak 35 proyek untuk ditawarkan ke investor. Menurut Yuliot, hilirisasi yang disiapkan pemerintah meliputi berbagai sektor strategis, termasuk mineral, batu bara, minyak, dan gas bomi. Pemerintah juga menyiapkan pengembangan hilirisasi di sektor pertanian, khususnya produksi oleochemical. Di sektor pertahanan atau ketahanan energi, Yuliot menekankan pentingnya percepatan bauran energi guna mendukung transisi energi nasional.",
31,"Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^ Jangan lupa SUBSCRIBE, LIKE, KOMEN dan SHARE... ^^",
126,"last year. Hi. Awww, what do you need? Awwww.",
33,"Zhengxin Plastic Industry was established in 1997, specializing in the production of woven banks, continual banks, tongue banks, paper-plastic-composite banks, and mesh banks. The factory covers an area of more than 20,000 square meters. The company has passed ISO 9001-2015 Quality System Certification. 20 years of plastic woven products export experience. High-quality products are exported to all over the world, including Russia, Poland, Germany, France, the United States, Spain, Italy, Norway, Thailand, Singapore, Malaysia, Cambodia, Japan and other regions in more than 30 countries. Choose Zhengxin. You are more at ease. ",
34,"Warga RI sedang diramaikan oleh tagar Kabur Aja Dulu di media sosial. Namun apa sebetulnya maksud dari tagar Kabur Aja Dulu? Simak ulasan jurnalis CNBC Indonesia Salma Wijaya dan Jurukamera Bayu berikut ini. Ya pemirsa, memang media sosial di Indonesia tengah diramaikan dengan tagar atau hashtag Kabur Aja Dulu di platform media sosial yang dimulai dari platform X dan juga thread yang tercatat pada Kamis 13 Februari 2025 lalu sudah ada lebih dari 24 ribu unggahan akan hashtag Kabur Aja Dulu. Namun apa itu sebetulnya hashtag tagar dari Kabur Aja Dulu, pemirsa? Tagar ini mencerminkan kekecewaan masyarakat terhadap kebijakan pemerintah, pemirsa. Dengan mengekspresikan hashtag Kabur Aja Dulu sebagai keinginan pindah ke luar negeri. Fenomena ini disebabkan dari beberapa faktor mulai dari dinamika, sosial politik, kondisi ekonomi, hingga persaingan kerja yang dinilai saat ini cukup ketat pemirsa di Indonesia, terutama untuk anak muda sendiri. Selain dari itu ada beberapa isu yang menjadi perhatian masyarakat yang saat ini tengah ramai, ya ini juga isu dari pemutusan hubungan kerja yang sedang marak. Selain dari itu juga ada prediksi kenaikan uang kuliah tunggal oleh kementerian pendidikan, efisiensi anggaran hingga pemblokiran anggaran IKN yang dinilai bahwa proyek di Indonesia kurang berjalan dengan lancar, ya ini proyek untuk ibu kota baru, pemirsa. Ada pun ketimpangan global terkait kualitas hidup di berbagai negara seperti segi kualitas pendidikan, pekerjaan, dan juga kebebasan dalam berekspresi pemirsa. Selain dari itu juga tagar juga termasuk informasi rowongan pekerjaan atau tips dan saran dari masyarakat Indonesia yang sudah di luar negeri pemirsa. Ada pun pengalaman yang dilontarkan yang tentunya juga kami melihat ada beberapa negara yang menjadi acuan untuk masyarakat Indonesia yang ingin ke luar negeri seperti Australia, Swiss, Vietnam, dan juga ada Jepang, Korea Selatan yang dinilai memiliki kualitas yang lebih baik, baik dari segi pendidikan maupun pekerjaan. Kita melihat ke respon pemerintah sendiri pemirsa. Ada dua respon yang kami cakup, ya ini dari kementerian luar negeri yang mewanti-wanti akan prosedur ke luar negeri untuk masyarakat Indonesia. Menurut Direktur Perlindungan WNI dan Badan Hukum Indonesia, Kemlu RI, Judga Nugraha menyebutkan bagi warga RI yang ingin keluar negeri tentunya juga merupakan keputusan masing-masing namun perlu diingat prosedur dan juga legalitasnya karena dari kementerian luar negeri sendiri sudah mencatat bahwa sudah ada 67.297 yang melanggar keimigrasian pada saat ini. Sementara dari Kementerian Perlindungan Pekerjaan Migran Indonesia, Abdul Kadir Kading menyebutkan masyarakat Indonesia harus memastikan untuk bekerja saat keluar negeri agar kepindahannya keluar negeri tidak menjadi sia-sia. Demikian laporan kami kembali ke studio.",
35,"Warga RI sedang diramaikan oleh tagar Kabur Aja Dulu di media sosial. Namun apa sebetulnya maksud dari tagar Kabur Aja Dulu? Simak ulasan jurnalis CNBC Indonesia Salma Wijaya dan Jurukamera Bayu berikut ini. Ya pemirsa, memang media sosial di Indonesia tengah diramaikan dengan tagar atau hashtag Kabur Aja Dulu di platform media sosial yang dimulai dari platform X dan juga thread yang tercatat pada Kamis 13 Februari 2025 lalu sudah ada lebih dari 24 ribu unggahan akan hashtag Kabur Aja Dulu. Namun apa itu sebetulnya hashtag tagar dari Kabur Aja Dulu, pemirsa? Tagar ini mencerminkan kekecewaan masyarakat terhadap kebijakan pemerintah, pemirsa. Dengan mengekspresikan hashtag Kabur Aja Dulu sebagai keinginan pindah ke luar negeri. Fenomena ini disebabkan dari beberapa faktor mulai dari dinamika, sosial politik, kondisi ekonomi, hingga persaingan kerja yang dinilai saat ini cukup ketat pemirsa di Indonesia, terutama untuk anak muda sendiri. Selain dari itu ada beberapa isu yang menjadi perhatian masyarakat yang saat ini tengah ramai, ya ini juga isu dari pemutusan hubungan kerja yang sedang marak. Selain dari itu juga ada prediksi kenaikan uang kuliah tunggal oleh kementerian pendidikan, efisiensi anggaran hingga pemblokiran anggaran IKN yang dinilai bahwa proyek di Indonesia kurang berjalan dengan lancar, ya ini proyek untuk ibu kota baru, pemirsa. Ada pun ketimpangan global terkait kualitas hidup di berbagai negara seperti segi kualitas pendidikan, pekerjaan, dan juga kebebasan dalam berekspresi pemirsa. Selain dari itu juga tagar juga termasuk informasi rowongan pekerjaan atau tips dan saran dari masyarakat Indonesia yang sudah di luar negeri pemirsa. Ada pun pengalaman yang dilontarkan yang tentunya juga kami melihat ada beberapa negara yang menjadi acuan untuk masyarakat Indonesia yang ingin ke luar negeri seperti Australia, Swiss, Vietnam, dan juga ada Jepang, Korea Selatan yang dinilai memiliki kualitas yang lebih baik, baik dari segi pendidikan maupun pekerjaan. Kita melihat ke respon pemerintah sendiri pemirsa. Ada dua respon yang kami cakup, ya ini dari kementerian luar negeri yang mewanti-wanti akan prosedur ke luar negeri untuk masyarakat Indonesia. Menurut Direktur Perlindungan WNI dan Badan Hukum Indonesia, Kemlu RI, Judga Nugraha menyebutkan bagi warga RI yang ingin keluar negeri tentunya juga merupakan keputusan masing-masing namun perlu diingat prosedur dan juga legalitasnya karena dari kementerian luar negeri sendiri sudah mencatat bahwa sudah ada 67.297 yang melanggar keimigrasian pada saat ini. Sementara dari Kementerian Perlindungan Pekerjaan Migran Indonesia, Abdul Kadir Kading menyebutkan masyarakat Indonesia harus memastikan untuk bekerja saat keluar negeri agar kepindahannya keluar negeri tidak menjadi sia-sia. Demikian laporan kami kembali ke studio.",
36,"Ketua DPP, PDIP sekaligus Ketua Banggar DPR Said Abdullah menyampaikan kritik terkait penambahan staf khusus di berbagai kementerian. Padahal saat ini pemerintah Indonesia tengah gencar melakukan efisiensi anggaran. Said juga mengatakan bahwa pemerintah seharusnya menghentikan penambahan staf khusus di tengah proses efisiensi saat ini. Ia menegaskan keundangan mengubah pagu anggaran yang termasuk di dalamnya adalah efisiensi anggaran berada di pemerintah, bukan DPR. Sebelumnya, Menteri Pertahanan Syafri Shamsuddin melantik enam staf khusus Menteri Pertahanan di Kantor Kementerian Pertahanan pada selasa 11 Februari 2025. Salah satu sosok yang dikenal publik adalah Deddy Corbuzier. Salah satu sosok yang dikenal publik adalah Deddy Corbuzier.",
37,"Warga RI sedang diramaikan oleh tagar Kabur Aja Dulu di media sosial. Namun apa sebetulnya maksud dari tagar Kabur Aja Dulu? Simak ulasan jurnalis CNBC Indonesia Salma Wijaya dan Jurukamera Bayu berikut ini. Ya pemirsa, memang media sosial di Indonesia tengah diramaikan dengan tagar atau hashtag Kabur Aja Dulu di platform media sosial yang dimulai dari platform X dan juga thread yang tercatat pada Kamis 13 Februari 2025 lalu sudah ada lebih dari 24 ribu unggahan akan hashtag Kabur Aja Dulu. Namun apa itu sebetulnya hashtag tagar dari Kabur Aja Dulu, pemirsa? Tagar ini mencerminkan kekecewaan masyarakat terhadap kebijakan pemerintah, pemirsa. Dengan mengekspresikan hashtag Kabur Aja Dulu sebagai keinginan pindah ke luar negeri. Fenomena ini disebabkan dari beberapa faktor mulai dari dinamika, sosial politik, kondisi ekonomi, hingga persaingan kerja yang dinilai saat ini cukup ketat pemirsa di Indonesia, terutama untuk anak muda sendiri. Selain dari itu ada beberapa isu yang menjadi perhatian masyarakat yang saat ini tengah ramai, ya ini juga isu dari pemutusan hubungan kerja yang sedang marak. Selain dari itu juga ada prediksi kenaikan uang kuliah tunggal oleh kementerian pendidikan, efisiensi anggaran hingga pemblokiran anggaran IKN yang dinilai bahwa proyek di Indonesia kurang berjalan dengan lancar, ya ini proyek untuk ibu kota baru, pemirsa. Ada pun ketimpangan global terkait kualitas hidup di berbagai negara seperti segi kualitas pendidikan, pekerjaan, dan juga kebebasan dalam berekspresi pemirsa. Selain dari itu juga tagar juga termasuk informasi rowongan pekerjaan atau tips dan saran dari masyarakat Indonesia yang sudah di luar negeri pemirsa. Ada pun pengalaman yang dilontarkan yang tentunya juga kami melihat ada beberapa negara yang menjadi acuan untuk masyarakat Indonesia yang ingin ke luar negeri seperti Australia, Swiss, Vietnam, dan juga ada Jepang, Korea Selatan yang dinilai memiliki kualitas yang lebih baik, baik dari segi pendidikan maupun pekerjaan. Kita melihat ke respon pemerintah sendiri pemirsa. Ada dua respon yang kami cakup, ya ini dari kementerian luar negeri yang mewanti-wanti akan prosedur ke luar negeri untuk masyarakat Indonesia. Menurut Direktur Perlindungan WNI dan Badan Hukum Indonesia, Kemlu RI, Judga Nugraha menyebutkan bagi warga RI yang ingin keluar negeri tentunya juga merupakan keputusan masing-masing namun perlu diingat prosedur dan juga legalitasnya karena dari kementerian luar negeri sendiri sudah mencatat bahwa sudah ada 67.297 yang melanggar keimigrasian pada saat ini. Sementara dari Kementerian Perlindungan Pekerjaan Migran Indonesia, Abdul Kadir Kading menyebutkan masyarakat Indonesia harus memastikan untuk bekerja saat keluar negeri agar kepindahannya keluar negeri tidak menjadi sia-sia. Demikian laporan kami kembali ke studio.",
38,"Ketua DPP, PDIP sekaligus Ketua Banggar DPR Said Abdullah menyampaikan kritik terkait penambahan staf khusus di berbagai kementerian. Padahal saat ini pemerintah Indonesia tengah gencar melakukan efisiensi anggaran. Said juga mengatakan bahwa pemerintah seharusnya menghentikan penambahan staf khusus di tengah proses efisiensi saat ini. Ia menegaskan keundangan mengubah pagu anggaran yang termasuk di dalamnya adalah efisiensi anggaran berada di pemerintah, bukan DPR. Sebelumnya, Menteri Pertahanan Syafri Shamsuddin melantik enam staf khusus Menteri Pertahanan di Kantor Kementerian Pertahanan pada selasa 11 Februari 2025. Salah satu sosok yang dikenal publik adalah Deddy Corbuzier.",
42,"last year. Hi. Awww, what do you need? Awwww.",
53,"Zhengxin Plastic Industry was established in 1997, specializing in the production of woven banks, continual banks, tongue banks, paper-plastic-composite banks, and mesh banks. The factory covers an area of more than 20,000 square meters. The company has passed ISO 9001-2015 Quality System Certification. 20 years of plastic woven products export experience. High-quality products are exported to all over the world, including Russia, Poland, Germany, France, the United States, Spain, Italy, Norway, Thailand, Singapore, Malaysia, Cambodia, Japan and other regions in more than 30 countries. Choose Zhengxin. You are more at ease. ",
39,"Warga RI sedang diramaikan oleh tagar Kabur Aja Dulu di media sosial. Namun apa sebetulnya maksud dari tagar Kabur Aja Dulu? Simak ulasan jurnalis CNBC Indonesia Salma Wijaya dan Jurukamera Bayu berikut ini. Ya pemirsa, memang media sosial di Indonesia tengah diramaikan dengan tagar atau hashtag Kabur Aja Dulu di platform media sosial yang dimulai dari platform X dan juga thread yang tercatat pada Kamis 13 Februari 2025 lalu sudah ada lebih dari 24 ribu unggahan akan hashtag Kabur Aja Dulu. Namun apa itu sebetulnya hashtag tagar dari Kabur Aja Dulu, pemirsa? Tagar ini mencerminkan kekecewaan masyarakat terhadap kebijakan pemerintah, pemirsa. Dengan mengekspresikan hashtag Kabur Aja Dulu sebagai keinginan pindah ke luar negeri. Fenomena ini disebabkan dari beberapa faktor mulai dari dinamika, sosial politik, kondisi ekonomi, hingga persaingan kerja yang dinilai saat ini cukup ketat pemirsa di Indonesia, terutama untuk anak muda sendiri. Selain dari itu ada beberapa isu yang menjadi perhatian masyarakat yang saat ini tengah ramai, ya ini juga isu dari pemutusan hubungan kerja yang sedang marak. Selain dari itu juga ada prediksi kenaikan uang kuliah tunggal oleh kementerian pendidikan, efisiensi anggaran hingga pemblokiran anggaran IKN yang dinilai bahwa proyek di Indonesia kurang berjalan dengan lancar, ya ini proyek untuk ibu kota baru, pemirsa. Ada pun ketimpangan global terkait kualitas hidup di berbagai negara seperti segi kualitas pendidikan, pekerjaan, dan juga kebebasan dalam berekspresi pemirsa. Selain dari itu juga tagar juga termasuk informasi rowongan pekerjaan atau tips dan saran dari masyarakat Indonesia yang sudah di luar negeri pemirsa. Ada pun pengalaman yang dilontarkan yang tentunya juga kami melihat ada beberapa negara yang menjadi acuan untuk masyarakat Indonesia yang ingin ke luar negeri seperti Australia, Swiss, Vietnam, dan juga ada Jepang, Korea Selatan yang dinilai memiliki kualitas yang lebih baik, baik dari segi pendidikan maupun pekerjaan. Kita melihat ke respon pemerintah sendiri pemirsa. Ada dua respon yang kami cakup, ya ini dari kementerian luar negeri yang mewanti-wanti akan prosedur ke luar negeri untuk masyarakat Indonesia. Menurut Direktur Perlindungan WNI dan Badan Hukum Indonesia, Kemlu RI, Judga Nugraha menyebutkan bagi warga RI yang ingin keluar negeri tentunya juga merupakan keputusan masing-masing namun perlu diingat prosedur dan juga legalitasnya karena dari kementerian luar negeri sendiri sudah mencatat bahwa sudah ada 67.297 yang melanggar keimigrasian pada saat ini. Sementara dari Kementerian Perlindungan Pekerjaan Migran Indonesia, Abdul Kadir Kading menyebutkan masyarakat Indonesia harus memastikan untuk bekerja saat keluar negeri agar kepindahannya keluar negeri tidak menjadi sia-sia. Demikian laporan kami kembali ke studio.",
